outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,APR 2021,202116,all_ages_adj,Moderna,49,20271256,1910,101390191,0.241721579,1.883811423,7.793310942,0.091334936,2.897347079,31.72222144,0
death,APR 2021,202116,all_ages_adj,Pfizer,84,24063987,1910,101891163,0.349069338,1.874549219,5.370134289,0.139496015,2.897347079,20.77010645,0
death,APR 2021,202117,12-17,all_types,0,141731,2,15705241,0,0.0127346,,,,,0
death,APR 2021,202117,18-29,all_types,0,4952314,19,24825099,0,0.076535445,,,,,0
death,APR 2021,202117,30-49,all_types,3,13083911,175,31615685,0.0229289,0.553522721,24.14080674,,,,0
death,APR 2021,202117,50-64,all_types,22,14532989,469,16959954,0.151379733,2.765337689,18.26755555,,,,0
death,APR 2021,202117,65-79,all_types,64,17964637,572,5877249,0.356255459,9.73244455,27.31872398,,,,0
death,APR 2021,202117,80+,all_types,84,5531052,402,2114623.55,1.518698432,19.01047588,12.51761079,,,,1
death,APR 2021,202117,all_ages_adj,all_types,173,56206634,1639,97097851.55,0.307792849,1.687987915,5.484168725,0.137042509,2.579832025,18.82504959,0
death,APR 2021,202117,all_ages_adj,Janssen,36,5440886,1639,96604542.55,0.661656943,1.696607589,2.564180133,0.598366962,2.579874902,4.311526314,0
death,APR 2021,202117,all_ages_adj,Moderna,53,23066513,1639,96604542.55,0.229770317,1.696607589,7.383928491,0.077621909,2.579874902,33.2364267,0
death,APR 2021,202117,all_ages_adj,Pfizer,84,27640520,1639,97097851.55,0.303901663,1.687987915,5.554388539,0.141494856,2.579832025,18.23269127,0
death,MAY 2021,202118,12-17,all_types,0,240493,2,15551529,0,0.0128605,,,,,0
death,MAY 2021,202118,18-29,all_types,0,5965974,21,24018679,0,0.087431952,,,,,0
death,MAY 2021,202118,30-49,all_types,3,15372770,153,30311625,0.019515,0.504756838,25.86503594,,,,0
death,MAY 2021,202118,50-64,all_types,29,17252552,394,16082070,0.168091074,2.449933373,14.57503549,,,,0
death,MAY 2021,202118,65-79,all_types,46,18667004,547,5588335,0.246424118,9.78824641,39.72113802,,,,0
death,MAY 2021,202118,80+,all_types,63,5675393,383,2050321.55,1.110055286,18.6799968,16.82798779,,,,1
death,MAY 2021,202118,all_ages_adj,all_types,141,63174186,1500,93602559.55,0.223192429,1.602520281,7.17999392,0.110016658,2.499801671,22.72202884,0
death,MAY 2021,202118,all_ages_adj,Janssen,19,5458484,1500,93114996.55,0.348081995,1.610911298,4.627965025,0.262395917,2.499844887,9.526996131,0
death,MAY 2021,202118,all_ages_adj,Moderna,53,26031896,1500,93114996.55,0.203596388,1.610911298,7.912278375,0.082403377,2.499844887,30.33668017,0
death,MAY 2021,202118,all_ages_adj,Pfizer,68,31622306,1500,93602559.55,0.215038081,1.602520281,7.452262748,0.113086995,2.499801671,22.10512076,0
death,MAY 2021,202119,12-17,all_types,0,403892,2,15166480,0,0.013187,,,,,0
death,MAY 2021,202119,18-29,all_types,0,7228861,22,23348171,0,0.094225796,,,,,0
death,MAY 2021,202119,30-49,all_types,2,17865595,131,29297325,0.0111947,0.447139799,39.94209275,,,,0
death,MAY 2021,202119,50-64,all_types,11,19552930,339,15421566,0.0562576,2.198220336,39.07422578,,,,0
death,MAY 2021,202119,65-79,all_types,55,19219727,435,5361443,0.286164314,8.113487358,28.35254764,,,,0
death,MAY 2021,202119,80+,all_types,59,5788207,278,1998387.55,1.019313926,13.91121557,13.64762633,,,,1
death,MAY 2021,202119,all_ages_adj,all_types,127,70059212,1207,90593372.55,0.181275233,1.332327041,7.349746664,0.087506149,2.054165545,23.47452793,0
death,MAY 2021,202119,all_ages_adj,Janssen,12,5607238,1207,90110647.55,0.214009108,1.339464351,6.258912838,0.194771615,2.054210555,10.54676554,0
death,MAY 2021,202119,all_ages_adj,Moderna,42,28714843,1207,90110647.55,0.146265818,1.339464351,9.157740126,0.065368524,2.054210555,31.42507186,0
death,MAY 2021,202119,all_ages_adj,Pfizer,73,35673470,1207,90593372.55,0.204633864,1.332327041,6.510784758,0.100448612,2.054165545,20.44991472,0
death,MAY 2021,202120,12-17,all_types,0,663853,3,13972936,0,0.0214701,,,,,0
death,MAY 2021,202120,18-29,all_types,1,8790734,15,22618774,0.0113756,0.066316592,5.829715174,,,,0
death,MAY 2021,202120,30-49,all_types,1,20502869,107,28200103,0.00487737,0.379431238,77.79428972,,,,0
death,MAY 2021,202120,50-64,all_types,19,21373030,269,14769429,0.088897082,1.821329721,20.48807093,,,,0
death,MAY 2021,202120,65-79,all_types,52,19689726,393,5148060.2,0.264097124,7.633943364,28.90581791,,,,0
death,MAY 2021,202120,80+,all_types,59,5884744,210,1951727.55,1.002592466,10.7596985,10.73187648,,,,1
death,MAY 2021,202120,all_ages_adj,all_types,132,76904956,997,86661029.75,0.171640434,1.150459443,6.70272976,0.09013116,1.775627656,19.70048592,0
death,MAY 2021,202120,all_ages_adj,Janssen,23,5952189,997,86223549.75,0.386412461,1.15629663,2.992389601,0.331106478,1.775699703,5.362926498,0
death,MAY 2021,202120,all_ages_adj,Moderna,51,30993132,997,86223549.75,0.164552585,1.15629663,7.026912565,0.076092837,1.775699703,23.33596385,0
death,MAY 2021,202120,all_ages_adj,Pfizer,58,39893114,997,86661029.75,0.1453885,1.150459443,7.913001673,0.081688735,1.775627656,21.73650573,0
death,MAY 2021,202121,12-17,all_types,0,920657,1,13306178,0,0.00751531,,,,,0
death,MAY 2021,202121,18-29,all_types,1,10186072,7,22014131,0.0098173,0.0317978,3.238942477,,,,0
death,MAY 2021,202121,30-49,all_types,0,22706328,86,27323439,0,0.314748081,,,,,0
death,MAY 2021,202121,50-64,all_types,19,22722786,224,14263177,0.083616507,1.570477601,18.78190866,,,,0
death,MAY 2021,202121,65-79,all_types,38,20064727,317,4981094.2,0.189387077,6.364063543,33.60347305,,,,0
death,MAY 2021,202121,80+,all_types,47,5965104,194,1914628.55,0.787915852,10.13251369,12.85989318,,,,1
death,MAY 2021,202121,all_ages_adj,all_types,105,82565674,829,83802647.75,0.127171493,0.989228887,7.778699984,0.070037168,1.530313779,21.85002359,0
death,MAY 2021,202121,all_ages_adj,Janssen,13,6287089,829,83393746.75,0.20677296,0.994079331,4.807588637,0.19926973,1.530338517,7.679733979,0
death,MAY 2021,202121,all_ages_adj,Moderna,38,33159887,829,83393746.75,0.114596289,0.994079331,8.674620604,0.056873,1.530338517,26.90800979,0
death,MAY 2021,202121,all_ages_adj,Pfizer,54,43050919,829,83802647.75,0.125432862,0.989228887,7.886520872,0.07448151,1.530313779,20.54622393,0
death,JUN 2021,202122,12-17,all_types,0,1167663,0,12880946,0,0,,,,,0
death,JUN 2021,202122,18-29,all_types,0,11286231,8,21591998,0,0.0370508,,,,,0
death,JUN 2021,202122,30-49,all_types,1,24465450,82,26696954,0.0040874,0.307151145,75.1459099,,,,0
death,JUN 2021,202122,50-64,all_types,19,23792492,196,13906447,0.079857125,1.409418236,17.64924848,,,,0
death,JUN 2021,202122,65-79,all_types,33,20379445,247,4865560.2,0.161927864,5.076496639,31.3503588,,,,0
death,JUN 2021,202122,80+,all_types,51,6034605,137,1889485.55,0.845125737,7.250650845,8.579375263,,,,1
death,JUN 2021,202122,all_ages_adj,all_types,104,87125886,670,81831390.75,0.119367509,0.818756707,6.859125336,0.068186648,1.237916253,18.15481895,0
death,JUN 2021,202122,all_ages_adj,Janssen,14,6625695,670,81440561.75,0.211298588,0.822685877,3.893475503,0.211268627,1.237916253,5.859441925,0
death,JUN 2021,202122,all_ages_adj,Moderna,35,35026063,670,81440561.75,0.09992559,0.822685877,8.232984963,0.0493406,1.237916253,25.08919515,0
death,JUN 2021,202122,all_ages_adj,Pfizer,54,45405314,670,81831390.75,0.118928811,0.818756707,6.884426919,0.074742702,1.237916253,16.56236964,0
death,JUN 2021,202123,12-17,all_types,0,1366165,1,12501369,0,0.0079991,,,,,0
death,JUN 2021,202123,18-29,all_types,0,12064856,10,21204504,0,0.0471598,,,,,0
death,JUN 2021,202123,30-49,all_types,1,25703425,85,26123708,0.00389053,0.325374943,83.63250443,,,,0
death,JUN 2021,202123,50-64,all_types,14,24571115,195,13588550,0.0569775,1.435031699,25.18594923,,,,0
death,JUN 2021,202123,65-79,all_types,37,20624331,212,4761024.6,0.179399758,4.452823033,24.82067463,,,,0
death,JUN 2021,202123,80+,all_types,42,6090133,138,1865295.55,0.689640111,7.398291386,10.72775679,,,,1
death,JUN 2021,202123,all_ages_adj,all_types,94,90420025,641,80044451.15,0.103959272,0.800805041,7.70306509,0.059673,1.187958625,19.90781851,0
death,JUN 2021,202123,all_ages_adj,Janssen,7,6936995,641,79670635.15,0.100908246,0.804562432,7.973207957,0.094147779,1.187984224,12.61829259,0
death,JUN 2021,202123,all_ages_adj,Moderna,29,36457751,641,79670635.15,0.079544128,0.804562432,10.11466787,0.0400137,1.187984224,29.68941618,0
death,JUN 2021,202123,all_ages_adj,Pfizer,58,46955535,641,80044451.15,0.123521114,0.800805041,6.483142955,0.075232298,1.187958625,15.79054019,0
death,JUN 2021,202124,12-17,all_types,0,1759555,1,12208498,0,0.008191,,,,,0
death,JUN 2021,202124,18-29,all_types,0,12607107,15,20863574,0,0.07189564,,,,,0
death,JUN 2021,202124,30-49,all_types,4,26544814,83,25627447,0.0150689,0.323871512,21.49277259,,,,0
death,JUN 2021,202124,50-64,all_types,13,25095081,187,13318635,0.051803,1.404047787,27.10360996,,,,0
death,JUN 2021,202124,65-79,all_types,39,20797677,218,4673248.6,0.187520943,4.664849201,24.87641717,,,,0
death,JUN 2021,202124,80+,all_types,61,6128959,130,1844781.55,0.995275054,7.046904822,7.080359136,,,,1
death,JUN 2021,202124,all_ages_adj,all_types,117,92933193,634,78536184.15,0.12589689,0.807271205,6.412161597,0.076081933,1.196262465,15.72334487,0
death,JUN 2021,202124,all_ages_adj,Janssen,17,7167052,634,78176366.15,0.237196549,0.810986787,3.41904969,0.226487962,1.196288291,5.281906724,0
death,JUN 2021,202124,all_ages_adj,Moderna,31,37400490,634,78176366.15,0.082886615,0.810986787,9.78429136,0.0453109,1.196288291,26.40179974,0
death,JUN 2021,202124,all_ages_adj,Pfizer,69,48294894,634,78536184.15,0.142872246,0.807271205,5.650301053,0.094266532,1.196262465,12.69021398,0
death,JUN 2021,202125,12-17,all_types,0,2835340,1,11882277,0,0.0084159,,,,,0
death,JUN 2021,202125,18-29,all_types,0,13144449,12,20553853,0,0.0583832,,,,,0
death,JUN 2021,202125,30-49,all_types,2,27346942,96,25181604,0.00731343,0.381230679,52.12746638,,,,0
death,JUN 2021,202125,50-64,all_types,20,25567117,217,13069368,0.07822548,1.660371029,21.22545019,,,,0
death,JUN 2021,202125,65-79,all_types,55,20953986,252,4591331.6,0.262479893,5.488603785,20.91056852,,,,0
death,JUN 2021,202125,80+,all_types,58,6164291,135,1825897.55,0.940903017,7.393624029,7.858008631,,,,1
death,JUN 2021,202125,all_ages_adj,all_types,135,96012125,713,77104331.15,0.140607241,0.924721075,6.576624849,0.084233163,1.367747228,16.23763346,0
death,JUN 2021,202125,all_ages_adj,Janssen,20,7399210,713,76757762.15,0.270299127,0.928896284,3.436549335,0.249163396,1.367773479,5.489463943,0
death,JUN 2021,202125,all_ages_adj,Moderna,44,38136469,713,76757762.15,0.115375128,0.928896284,8.051096437,0.0587955,1.367773479,23.26325346,0
death,JUN 2021,202125,all_ages_adj,Pfizer,70,50404945,713,77104331.15,0.138875263,0.924721075,6.65864499,0.092233524,1.367747228,14.82917672,0
death,JUN 2021,202126,12-17,all_types,0,3539297,0,11594520,0,0,,,,,0
death,JUN 2021,202126,18-29,all_types,0,13658353,13,20259342,0,0.064167928,,,,,0
death,JUN 2021,202126,30-49,all_types,8,28098618,144,24761512,0.0284712,0.581547686,20.42585784,,,,0
death,JUN 2021,202126,50-64,all_types,24,25994895,289,12839928,0.09232582,2.250791437,24.37878629,,,,0
death,JUN 2021,202126,65-79,all_types,46,21093991,275,4516663.6,0.218071583,6.08856502,27.92002951,,,,0
death,JUN 2021,202126,80+,all_types,62,6195170,166,1809308.55,1.00077964,9.174775635,9.167628188,,,,1
death,JUN 2021,202126,all_ages_adj,all_types,140,98580324,887,75781274.15,0.142016169,1.170473854,8.241835124,0.092020077,1.68795732,18.34335916,0
death,JUN 2021,202126,all_ages_adj,Janssen,19,7616915,887,75447424.15,0.249444821,1.175653125,4.713078908,0.223730694,1.68795732,7.544594319,0
death,JUN 2021,202126,all_ages_adj,Moderna,35,38818095,887,75447424.15,0.090164136,1.175653125,13.03903277,0.0508585,1.68795732,33.18927938,0
death,JUN 2021,202126,all_ages_adj,Pfizer,86,52073173,887,75781274.15,0.165152218,1.170473854,7.08724273,0.115100642,1.68795732,14.66505566,0
death,JUL 2021,202127,12-17,all_types,0,3934569,1,11381393,0,0.0087863,,,,,0
death,JUL 2021,202127,18-29,all_types,0,14029745,27,20016102,0,0.134891399,,,,,0
death,JUL 2021,202127,30-49,all_types,9,28637971,221,24415542,0.0314268,0.905161147,28.80219853,,,,0
death,JUL 2021,202127,50-64,all_types,34,26305852,450,12649283,0.129248807,3.557513892,27.52453939,,,,0
death,JUL 2021,202127,65-79,all_types,86,21197749,438,4453383.6,0.405703455,9.835218327,24.2423825,,,,0
death,JUL 2021,202127,80+,all_types,120,6217859,225,1795059.55,1.929924754,12.53440311,6.494762597,,,,1
death,JUL 2021,202127,all_ages_adj,all_types,249,100323745,1362,74710763.15,0.248196476,1.823030501,7.345110327,0.158285531,2.614728828,16.51906406,0
death,JUL 2021,202127,all_ages_adj,Janssen,21,7795174,1362,74387288.15,0.26939745,1.830957995,6.79649341,0.246104646,2.614755513,10.62456785,0
death,JUL 2021,202127,all_ages_adj,Moderna,88,39313166,1362,74387288.15,0.223843585,1.830957995,8.17963132,0.122993802,2.614755513,21.25924608,0
death,JUL 2021,202127,all_ages_adj,Pfizer,139,53142858,1362,74710763.15,0.261559136,1.823030501,6.969859789,0.184054617,2.614728828,14.20626586,0
death,JUL 2021,202128,12-17,all_types,0,4259839,1,11132105,0,0.008983,,,,,0
death,JUL 2021,202128,18-29,all_types,0,14329556,40,19752818,0,0.202502752,,,,,0
death,JUL 2021,202128,30-49,all_types,14,29069898,345,24048831,0.0481598,1.434581165,29.78794868,,,,0
death,JUL 2021,202128,50-64,all_types,54,26549703,647,12447370,0.203392106,5.197885176,25.5559829,,,,0
death,JUL 2021,202128,65-79,all_types,172,21278658,664,4386445.6,0.808321653,15.13754097,18.72712543,,,,0
death,JUL 2021,202128,80+,all_types,195,6236176,317,1779880.55,3.126916238,17.81018395,5.69576624,,,,1
death,JUL 2021,202128,all_ages_adj,all_types,435,101723830,2014,73547450.15,0.427628413,2.738368218,6.403616163,0.271309664,3.928291778,14.47899687,0
death,JUL 2021,202128,all_ages_adj,Janssen,57,7939574,2014,73234669.15,0.717922649,2.750063629,3.830584857,0.72147248,3.928318741,5.4448629,0
death,JUL 2021,202128,all_ages_adj,Moderna,122,39658031,2014,73234669.15,0.307629998,2.750063629,8.939517102,0.16974944,3.928318741,23.14186567,0
death,JUL 2021,202128,all_ages_adj,Pfizer,255,54053239,2014,73547450.15,0.471757113,2.738368218,5.804614579,0.326244261,3.928291778,12.0409529,0
death,JUL 2021,202129,12-17,all_types,1,4508643,4,10844875,0.0221796,0.0368838,1.662958033,,,,0
death,JUL 2021,202129,18-29,all_types,0,14582727,75,19461147,0,0.385383246,,,,,0
death,JUL 2021,202129,30-49,all_types,19,29427535,601,23616197,0.064565381,2.544863595,39.41529606,,,,0
death,JUL 2021,202129,50-64,all_types,100,26749506,1092,12194775,0.373838679,8.95465476,23.95325912,,,,0
death,JUL 2021,202129,65-79,all_types,290,21348132,1092,4302563.6,1.358432672,25.38021751,18.68345633,,,,0
death,JUL 2021,202129,80+,all_types,334,6251459,627,1761897.55,5.342752788,35.58663215,6.660729696,,,,1
death,JUL 2021,202129,all_ages_adj,all_types,744,102868002,3491,72181455.15,0.723256975,4.836422309,6.687004029,0.461544857,6.922933793,14.99948205,0
death,JUL 2021,202129,all_ages_adj,Janssen,89,8069654,3491,71879528.15,1.102897349,4.856737502,4.40361699,1.078409072,6.92304346,6.419682139,0
death,JUL 2021,202129,all_ages_adj,Moderna,211,39935924,3491,71879528.15,0.528346358,4.856737502,9.192336482,0.276661824,6.92304346,25.02348668,0
death,JUL 2021,202129,all_ages_adj,Pfizer,443,54788976,3491,72181455.15,0.808556816,4.836422309,5.981549116,0.572683594,6.922933793,12.08858411,0
death,JUL 2021,202130,12-17,all_types,0,4747560,3,10497450,0,0.0285784,,,,,0
death,JUL 2021,202130,18-29,all_types,1,14844823,105,19075272,0.00673636,0.550450866,81.71345683,,,,0
death,JUL 2021,202130,30-49,all_types,38,29788254,925,23025146,0.12756706,4.017346948,31.49203981,,,,0
death,JUL 2021,202130,50-64,all_types,166,26949103,1632,11858064,0.615975975,13.76278624,22.34305686,,,,0
death,JUL 2021,202130,65-79,all_types,433,21418058,1652,4193655.6,2.021658546,39.39283903,19.48540672,,,,0
death,JUL 2021,202130,80+,all_types,520,6267256,858,1740069.55,8.297092061,49.30837391,5.942850043,,,,1
death,JUL 2021,202130,all_ages_adj,all_types,1158,104015054,5175,70389657.15,1.113300388,7.351932385,6.603727496,0.721102011,10.49463347,14.5536045,0
death,JUL 2021,202130,all_ages_adj,Janssen,143,8203988,5175,70099814.15,1.743054719,7.382330556,4.235283307,1.750165533,10.49471772,5.996414352,0
death,JUL 2021,202130,all_ages_adj,Moderna,325,40208857,5175,70099814.15,0.808279629,7.382330556,9.133386882,0.437682217,10.49471772,23.9779395,0
death,JUL 2021,202130,all_ages_adj,Pfizer,690,55528496,5175,70389657.15,1.242605238,7.351932385,5.916547073,0.88762112,10.49463347,11.82332555,0
death,AUG 2021,202131,12-17,all_types,0,4964917,11,10093385,0,0.108982269,,,,,0
death,AUG 2021,202131,18-29,all_types,2,15085070,132,18638040,0.0132581,0.708228977,53.41841846,,,,0
death,AUG 2021,202131,30-49,all_types,40,30122836,1106,22352579,0.132789622,4.947974907,37.26175916,,,,0
death,AUG 2021,202131,50-64,all_types,188,27140939,2212,11489533,0.69268053,19.25230556,27.79391759,,,,0
death,AUG 2021,202131,65-79,all_types,583,21484810,2137,4078857.75,2.713545058,52.39211885,19.30762811,,,,0
death,AUG 2021,202131,80+,all_types,690,6282206,1136,1716488.55,10.98340296,66.18162411,6.025602841,,,,1
death,AUG 2021,202131,all_ages_adj,all_types,1503,105080778,6734,68368883.3,1.4303282,9.849510004,6.886188783,0.924062907,14.01054506,15.16189532,0
death,AUG 2021,202131,all_ages_adj,Janssen,169,8321842,6734,68093678.3,2.030800393,9.889317435,4.869664922,1.928608129,14.01086222,7.264753274,0
death,AUG 2021,202131,all_ages_adj,Moderna,456,40452442,6734,68093678.3,1.127249623,9.889317435,8.772961402,0.585324376,14.01086222,23.93691907,0
death,AUG 2021,202131,all_ages_adj,Pfizer,875,56232498,6734,68368883.3,1.556039712,9.849510004,6.329857732,1.133194285,14.01054506,12.36376254,0
death,AUG 2021,202132,12-17,all_types,0,5157515,7,9683592,0,0.072287226,,,,,0
death,AUG 2021,202132,18-29,all_types,3,15312464,134,18188298,0.0195919,0.736737434,37.60421813,,,,0
death,AUG 2021,202132,30-49,all_types,45,30440944,1287,21656999,0.147827216,5.942651611,40.19998331,,,,0
death,AUG 2021,202132,50-64,all_types,259,27325841,2494,11128609,0.947820783,22.41070739,23.64445664,,,,0
death,AUG 2021,202132,65-79,all_types,672,21549177,2507,3968095.75,3.118448561,63.17891901,20.2597278,,,,0
death,AUG 2021,202132,80+,all_types,836,6296056,1317,1693323.55,13.27815382,77.77603991,5.857443812,,,,1
death,AUG 2021,202132,all_ages_adj,all_types,1815,106081997,7746,66318917.3,1.710940642,11.6799253,6.826610471,1.114917072,16.62980099,14.91572907,0
death,AUG 2021,202132,all_ages_adj,Janssen,232,8452033,7746,66071369.3,2.74490173,11.72368619,4.271076835,2.639920799,16.62999788,6.299430605,0
death,AUG 2021,202132,all_ages_adj,Moderna,540,40687257,7746,66071369.3,1.327196867,11.72368619,8.833419132,0.709328004,16.62999788,23.44472203,0
death,AUG 2021,202132,all_ages_adj,Pfizer,1042,56868471,7746,66318917.3,1.832298252,11.6799253,6.374467305,1.339482486,16.62980099,12.41509401,0
death,AUG 2021,202133,12-17,all_types,2,5377375,3,9345157,0.0371929,0.0321022,0.863127554,,,,0
death,AUG 2021,202133,18-29,all_types,2,15540074,142,17753944,0.01287,0.799822282,62.14648723,,,,0
death,AUG 2021,202133,30-49,all_types,42,30762718,1262,20996286,0.136528898,6.010586825,44.02428274,,,,0
death,AUG 2021,202133,50-64,all_types,237,27514490,2581,10795001,0.861364321,23.90921502,27.75737795,,,,0
death,AUG 2021,202133,65-79,all_types,713,21614272,2671,3852132.75,3.29874631,69.33821271,21.01956507,,,,0
death,AUG 2021,202133,80+,all_types,898,6310088,1432,1667630.55,14.23118029,85.87033861,6.033957608,,,,1
death,AUG 2021,202133,all_ages_adj,all_types,1894,107119017,8091,64410151.3,1.768126756,12.56168451,7.104515823,1.156280711,17.95199048,15.52563345,0
death,AUG 2021,202133,all_ages_adj,Janssen,218,8581312,8091,64180532.3,2.540404078,12.60662651,4.962449328,2.57871491,17.95207444,6.961635957,0
death,AUG 2021,202133,all_ages_adj,Moderna,619,40902069,8091,64180532.3,1.513370876,12.60662651,8.330163286,0.818928652,17.95207444,21.92141451,0
death,AUG 2021,202133,all_ages_adj,Pfizer,1054,57560821,8091,64410151.3,1.831106613,12.56168451,6.860160092,1.336525916,17.95199048,13.43183119,0
death,AUG 2021,202134,12-17,all_types,0,5643748,14,9036849,0,0.154921256,,,,,0
death,AUG 2021,202134,18-29,all_types,1,15793251,130,17330986,0.00633182,0.750101581,118.4654255,,,,0
death,AUG 2021,202134,30-49,all_types,41,31137475,1166,20359821,0.131674132,5.726965871,43.49347723,,,,0
death,AUG 2021,202134,50-64,all_types,226,27733903,2401,10477483,0.814887108,22.91580907,28.12145248,,,,0
death,AUG 2021,202134,65-79,all_types,716,21689125,2624,3741586.75,3.301193571,70.13067384,21.24403563,,,,0
death,AUG 2021,202134,80+,all_types,795,6325751,1317,1642494.55,12.56767774,80.18291446,6.380089954,,,,1
death,AUG 2021,202134,all_ages_adj,all_types,1779,108323253,7652,62589220.3,1.642306662,12.22574744,7.4442537,1.074238823,17.53055339,16.31904659,0
death,AUG 2021,202134,all_ages_adj,Janssen,193,8706480,7652,62375475.3,2.216739716,12.26764199,5.534092209,2.12846175,17.53094305,8.236437911,0
death,AUG 2021,202134,all_ages_adj,Moderna,590,41137770,7652,62375475.3,1.434205111,12.26764199,8.553617537,0.75976375,17.53094305,23.07420305,0
death,AUG 2021,202134,all_ages_adj,Pfizer,993,58403427,7652,62589220.3,1.700242693,12.22574744,7.19058961,1.253280637,17.53055339,13.98773178,0
death,SEP 2021,202135,12-17,all_types,0,5964252,10,8752698,0,0.114250486,,,,,0
death,SEP 2021,202135,18-29,all_types,3,16103853,119,16924293,0.0186291,0.703131292,37.74374321,,,,0
death,SEP 2021,202135,30-49,all_types,54,31630995,1091,19758072,0.170718626,5.521793827,32.34441351,,,,0
death,SEP 2021,202135,50-64,all_types,214,28019370,2283,10175798,0.763757358,22.43558687,29.37528083,,,,0
death,SEP 2021,202135,65-79,all_types,665,21789593.8,2443,3634344.75,3.051915543,67.21982002,22.02545224,,,,0
death,SEP 2021,202135,80+,all_types,768,6346639,1305,1618434.55,12.10089309,80.63347387,6.66343164,,,,1
death,SEP 2021,202135,all_ages_adj,all_types,1704,109854702.8,7251,60863640.3,1.551139784,11.91351678,7.680492049,1.034977598,17.0457404,16.46967088,0
death,SEP 2021,202135,all_ages_adj,Janssen,205,8825663,7251,60665668.3,2.322771672,11.9523945,5.145746628,2.296417494,17.04601491,7.422872781,0
death,SEP 2021,202135,all_ages_adj,Moderna,549,41442809,7251,60665668.3,1.324717154,11.9523945,9.022601134,0.717044993,17.04601491,23.77258761,0
death,SEP 2021,202135,all_ages_adj,Pfizer,949,59510071,7251,60863640.3,1.594688065,11.91351678,7.470750574,1.199052162,17.0457404,14.2160124,0
death,SEP 2021,202136,12-17,all_types,0,6332108,6,8545218,0,0.07021471,,,,,0
death,SEP 2021,202136,18-29,all_types,2,16467179,104,16605992,0.0121454,0.62627996,51.565321,,,,0
death,SEP 2021,202136,30-49,all_types,46,32224384,948,19295434,0.142749044,4.913079436,34.41759965,,,,0
death,SEP 2021,202136,50-64,all_types,198,28350515,2002,9949839,0.698400011,20.12092859,28.81003474,,,,0
death,SEP 2021,202136,65-79,all_types,608,21904997.8,2151,3554676.75,2.775622283,60.51183135,21.80117652,,,,0
death,SEP 2021,202136,80+,all_types,726,6370368,1116,1600505.55,11.39651587,69.72796814,6.11835836,,,,1
death,SEP 2021,202136,all_ages_adj,all_types,1580,111649551.8,6327,59551665.3,1.415142268,10.62438803,7.507646593,0.952167502,15.18989928,15.95296967,0
death,SEP 2021,202136,all_ages_adj,Janssen,161,8934697,6327,59368236.3,1.801963738,10.65721402,5.914222242,1.785113628,15.1900592,8.509295409,0
death,SEP 2021,202136,all_ages_adj,Moderna,540,41855447,6327,59368236.3,1.29015466,10.65721402,8.26041586,0.704042923,15.1900592,21.57547317,0
death,SEP 2021,202136,all_ages_adj,Pfizer,877,60783285,6327,59551665.3,1.44283087,10.62438803,7.36357133,1.103861611,15.18989928,13.76069168,0
death,SEP 2021,202137,12-17,all_types,0,6710884,5,8333799,0,0.0599966,,,,,0
death,SEP 2021,202137,18-29,all_types,8,16851123,109,16250876,0.0474746,0.670733073,14.12825689,,,,0
death,SEP 2021,202137,30-49,all_types,36,32849022,799,18780107,0.109592304,4.254501851,38.82117359,,,,0
death,SEP 2021,202137,50-64,all_types,199,28687360,1615,9706015,0.693685303,16.63916654,23.98662113,,,,0
death,SEP 2021,202137,65-79,all_types,549,22020061.8,1918,3470538.75,2.493181014,55.26519478,22.16653924,,,,0
death,SEP 2021,202137,80+,all_types,652,6394450,1020,1581682.55,10.19634214,64.48828812,6.324649294,,,,1
death,SEP 2021,202137,all_ages_adj,all_types,1444,113512900.8,5466,58123018.3,1.272102105,9.404191592,7.39263897,0.865852269,13.52358485,15.6188132,0
death,SEP 2021,202137,all_ages_adj,Janssen,152,9029931,5466,57954360.3,1.683290825,9.431559544,5.603048152,1.719371287,13.52371352,7.865499219,0
death,SEP 2021,202137,all_ages_adj,Moderna,501,42335914,5466,57954360.3,1.183392427,9.431559544,7.969934007,0.654229635,13.52371352,20.67120287,0
death,SEP 2021,202137,all_ages_adj,Pfizer,789,62070530,5466,58123018.3,1.271134627,9.404191592,7.398265606,0.978668685,13.52358485,13.81834839,0
death,SEP 2021,202138,12-17,all_types,1,7001505,5,8169077,0.0142826,0.0612064,4.285370918,,,,0
death,SEP 2021,202138,18-29,all_types,1,17183438,81,15963936,0.00581956,0.507393665,87.1876759,,,,0
death,SEP 2021,202138,30-49,all_types,40,33378880,616,18367436,0.119836256,3.353761516,27.9862008,,,,0
death,SEP 2021,202138,50-64,all_types,150,28959788,1411,9513215,0.517959593,14.83199949,28.63543738,,,,0
death,SEP 2021,202138,65-79,all_types,452,22111177.8,1540,3400011.45,2.04421494,45.29396511,22.15714416,,,,0
death,SEP 2021,202138,80+,all_types,609,6414060,804,1563471.55,9.494766186,51.42402495,5.416039105,,,,1
death,SEP 2021,202138,all_ages_adj,all_types,1253,115048848.8,4457,56977147,1.089102597,7.822434493,7.182458765,0.752566506,11.18633298,14.86424507,0
