outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,FEB 2022,202207,65-79,all_types,397,23402826.5,629,2184515.9,1.69637629,28.79356474,16.97357179,,,,1
death,FEB 2022,202207,80+,all_types,437,6751873.45,555,1102862.5,6.472277705,50.32358975,7.775251935,,,,1
death,FEB 2022,202207,all_ages_adj,all_types,986,134433072,1623,54374232.4,0.733450471,2.984869723,4.069626838,0.489011341,5.76308594,11.7851785,1
death,FEB 2022,202207,all_ages_adj,Janssen,74,10277366,1623,51722427.4,0.720028848,3.137903771,4.358025072,0.740660574,5.763718152,7.781861698,1
death,FEB 2022,202207,all_ages_adj,Moderna,465,47023138,1623,53936776.4,0.988874881,3.009078607,3.042931583,0.50410766,5.763187594,11.43245393,1
death,FEB 2022,202207,all_ages_adj,Pfizer,445,77065133,1623,54374232.4,0.577433637,2.984869723,5.1691996,0.459162432,5.76308594,12.55130112,1
death,FEB 2022,202208,5-11,all_types,0,4143075,0,13191323,0,0,,,,,0
death,FEB 2022,202208,12-17,all_types,0,9194968,0,6339824,0,0,,,,,0
death,FEB 2022,202208,18-29,all_types,3,20829575,7,11983700.45,0.0144026,0.0584127,4.055703985,,,,1
death,FEB 2022,202208,30-49,all_types,11,38810324,61,12885664.95,0.028343,0.473394274,16.70235013,,,,1
death,FEB 2022,202208,50-64,all_types,90,31845413,217,6407621.6,0.28261527,3.386591992,11.98304674,,,,1
death,FEB 2022,202208,65-79,all_types,250,23422300.5,433,2176983.9,1.067358862,19.88990364,18.634692,,,,1
death,FEB 2022,202208,80+,all_types,318,6756576.45,379,1100359.5,4.706525596,34.44328876,7.318198544,,,,1
death,FEB 2022,202208,all_ages_adj,all_types,672,135002232,1097,54085477.4,0.497769548,2.028270901,4.074718731,0.332620242,3.9330435,11.8244262,1
death,FEB 2022,202208,all_ages_adj,Janssen,54,10294769,1097,53656952.4,0.524538239,2.044469451,3.897655689,0.540077567,3.9330435,7.282367824,1
death,FEB 2022,202208,all_ages_adj,Moderna,300,47133038,1097,53656952.4,0.636496209,2.044469451,3.212068544,0.323906662,3.9330435,12.14252118,1
death,FEB 2022,202208,all_ages_adj,Pfizer,318,77507580,1097,54085477.4,0.410282452,2.028270901,4.943596514,0.326704981,3.9330435,12.0385171,1
death,MAR 2022,202209,5-11,all_types,0,4297053,0,13123937,0,0,,,,,0
death,MAR 2022,202209,12-17,all_types,0,9251473,0,6305714,0,0,,,,,0
death,MAR 2022,202209,18-29,all_types,0,20914906,4,11918723.45,0,0.0335606,,,,,1
death,MAR 2022,202209,30-49,all_types,13,38910888,43,12816902.95,0.0334097,0.335494465,10.04183658,,,,1
death,MAR 2022,202209,50-64,all_types,61,31889209,140,6384299.6,0.191287278,2.192879545,11.46380231,,,,1
death,MAR 2022,202209,65-79,all_types,191,23437834.5,301,2168621.9,0.814921703,13.87978236,17.03204408,,,,1
death,MAR 2022,202209,80+,all_types,246,6760504.45,248,1097543.5,3.638781718,22.59591533,6.209747405,,,,1
death,MAR 2022,202209,all_ages_adj,all_types,511,135461868,736,53815742.4,0.37722793,1.367629558,3.625472693,0.253608746,2.666018247,10.51232771,1
death,MAR 2022,202209,all_ages_adj,Janssen,32,10312629,736,53393647.4,0.310299149,1.378441136,4.442297512,0.318021787,2.666018247,8.383130826,1
death,MAR 2022,202209,all_ages_adj,Moderna,232,47219605,736,53393647.4,0.491321348,1.378441136,2.805579568,0.248852929,2.666018247,10.71322833,1
death,MAR 2022,202209,all_ages_adj,Pfizer,247,77863260,736,53815742.4,0.317222783,1.367629558,4.311258942,0.254554429,2.666018247,10.47327386,1
death,MAR 2022,202210,5-11,all_types,0,4419648,1,13072415,0,0.0076497,,,,,0
death,MAR 2022,202210,12-17,all_types,0,9299535,1,6279555,0,0.0159247,,,,,0
death,MAR 2022,202210,18-29,all_types,0,20986601,10,11866456.45,0,0.084271156,,,,,1
death,MAR 2022,202210,30-49,all_types,9,38993355,40,12762513.95,0.0230809,0.313417875,13.57912718,,,,1
death,MAR 2022,202210,50-64,all_types,47,31925194,87,6365731.6,0.147219152,1.366692872,9.283390439,,,,1
death,MAR 2022,202210,65-79,all_types,127,23450674.5,175,2162461.9,0.541562248,8.092628129,14.94311717,,,,1
death,MAR 2022,202210,80+,all_types,153,6763701.45,177,1095496.5,2.262075006,16.15705755,7.142582588,,,,1
death,MAR 2022,202210,all_ages_adj,all_types,336,135838709,491,53604630.4,0.247352174,0.915965648,3.703083066,0.166470932,1.727624979,10.3779378,1
death,MAR 2022,202210,all_ages_adj,Janssen,19,10326697,491,51017803.4,0.18398913,0.962409134,5.230793431,0.18972569,1.72784115,9.107048951,1
death,MAR 2022,202210,all_ages_adj,Moderna,162,47286612,491,53186023.4,0.342591683,0.923174866,2.694679733,0.168218898,1.727662889,10.27032583,1
death,MAR 2022,202210,all_ages_adj,Pfizer,155,78159409,491,53604630.4,0.198312656,0.915965648,4.618795721,0.161303461,1.727624979,10.71040242,1
death,MAR 2022,202211,5-11,all_types,0,4515446,0,13026054,0,0,,,,,0
death,MAR 2022,202211,12-17,all_types,0,9338497,0,6254121,0,0,,,,,0
death,MAR 2022,202211,18-29,all_types,2,21047660,6,11818324.45,0.0095022,0.0507686,5.342803057,,,,1
death,MAR 2022,202211,30-49,all_types,7,39063714,21,12712461.3,0.0179194,0.165192243,9.218603639,,,,1
death,MAR 2022,202211,50-64,all_types,26,31955118,67,6348019.6,0.081364118,1.055447277,12.97190087,,,,1
death,MAR 2022,202211,65-79,all_types,93,23461715.5,133,2155727.9,0.396390451,6.16960981,15.56447636,,,,1
death,MAR 2022,202211,80+,all_types,111,6766523.45,110,1093276.5,1.640428808,10.06149862,6.133456431,,,,1
death,MAR 2022,202211,all_ages_adj,all_types,239,136148674,337,53407984.75,0.175543392,0.630991792,3.594506098,0.119019272,1.210128707,10.16750214,1
death,MAR 2022,202211,all_ages_adj,Janssen,18,10339186,337,50835107.75,0.174094943,0.662927679,3.807851433,0.171868121,1.210128707,7.041030641,1
death,MAR 2022,202211,all_ages_adj,Moderna,121,47343058,337,52991953.75,0.255581293,0.635945603,2.488232197,0.129459234,1.210128707,9.347565805,1
death,MAR 2022,202211,all_ages_adj,Pfizer,99,78400838,337,53407984.75,0.12627416,0.630991792,4.996998511,0.103547766,1.210128707,11.68667131,1
death,MAR 2022,202212,5-11,all_types,0,4588419,1,12980495,0,0.00770387,,,,,0
death,MAR 2022,202212,12-17,all_types,0,9368923,0,6223843,0,0,,,,,0
death,MAR 2022,202212,18-29,all_types,0,21096986,1,11774177.45,0,0.0084932,,,,,1
death,MAR 2022,202212,30-49,all_types,3,39120614,21,12666203.3,0.00766859,0.165795539,21.62007758,,,,1
death,MAR 2022,202212,50-64,all_types,23,31978929,48,6331154.6,0.071922359,0.75815555,10.54130544,,,,1
death,MAR 2022,202212,65-79,all_types,59,23470678.5,99,2149801.9,0.251377479,4.605075472,18.31936371,,,,1
death,MAR 2022,202212,80+,all_types,80,6768768.45,82,1091227.5,1.181898902,7.51447338,6.357966291,,,,1
death,MAR 2022,202212,all_ages_adj,all_types,165,136393318,252,53216902.75,0.120973668,0.473533759,3.914353973,0.081574831,0.908388652,11.13564854,1
death,MAR 2022,202212,all_ages_adj,Janssen,17,10349458,252,50656282.75,0.16425981,0.497470375,3.028558093,0.184360066,0.908591446,4.928352797,1
death,MAR 2022,202212,all_ages_adj,Moderna,80,47389025,252,52803350.75,0.168815459,0.477242441,2.827006745,0.087774647,0.908412551,10.34937283,1
death,MAR 2022,202212,all_ages_adj,Pfizer,68,78589595,252,53216902.75,0.086525449,0.473533759,5.472768579,0.068861106,0.908388652,13.19160712,1
death,MAR 2022,202213,5-11,all_types,0,4649164,0,12937197,0,0,,,,,0
death,MAR 2022,202213,12-17,all_types,0,9395426,1,6209246,0,0.016105,,,,,0
death,MAR 2022,202213,18-29,all_types,0,21141285,1,11736410.45,0,0.0085205,,,,,1
death,MAR 2022,202213,30-49,all_types,7,39170264,11,12627872.3,0.0178707,0.087108895,4.874397724,,,,1
death,MAR 2022,202213,50-64,all_types,13,32000331,31,6313125.6,0.0406246,0.491040444,12.08727443,,,,1
death,MAR 2022,202213,65-79,all_types,51,23478782.5,58,2137011.7,0.217217396,2.714070307,12.49471891,,,,1
death,MAR 2022,202213,80+,all_types,75,6771171.45,71,1087071.5,1.107636995,6.531309118,5.896615178,,,,1
death,MAR 2022,202213,all_ages_adj,all_types,146,136606424,173,53047934.55,0.106876379,0.326120143,3.051377158,0.073809135,0.615933826,8.344953881,1
death,MAR 2022,202213,all_ages_adj,Janssen,6,10358745,173,50496656.55,0.0579221,0.34259694,5.914790561,0.066528195,0.615947765,9.258446956,1
death,MAR 2022,202213,all_ages_adj,Moderna,68,47430645,173,50496656.55,0.143367226,0.34259694,2.389646151,0.073327929,0.615947765,8.399906776,1
death,MAR 2022,202213,all_ages_adj,Pfizer,72,78753515,173,53047934.55,0.091424491,0.326120143,3.567098274,0.074796825,0.615933826,8.234758999,1
